# a=0.06156383116246006, b=-147.17763435740164, c=-0.0006249036893490453, xi=7.002416630765349
6.905623269999999758e-01 6.230260309999999940e-02 3.522334550000000199e-03 4.005742729999999668e-02 1.452729760000000085e-02 3.695158400000000259e-02 2.860048039999999944e-02
3.394017540000000110e+00 6.893367329999999793e-02 3.952059630000000039e-03 2.684660009999999958e-02 -5.623462850000000152e-03 1.097074389999999969e-02 -3.334562740000000195e-03
6.089942689999999992e+00 7.562386249999999976e-02 1.794580829999999983e-03 1.597652199999999995e-02 -4.359405599999999908e-02 4.107538100000000109e-02 -6.372861399999999767e-03
8.788482699999999426e+00 7.562697860000000549e-02 -1.595972510000000103e-03 -3.849029349999999808e-03 -1.383934059999999966e-02 1.127576320000000035e-02 2.462484959999999834e-02
1.148615290000000044e+01 7.656844420000000206e-02 -5.076808139999999803e-03 -1.943815670000000051e-02 -6.781020819999999776e-03 -1.985553779999999977e-02 4.129815850000000121e-02
1.418289500000000025e+01 7.099473689999999393e-02 -3.712519430000000079e-03 -3.063437949999999951e-02 8.173229509999999434e-03 -2.168301480000000073e-02 4.162874929999999668e-02
1.687535129999999839e+01 6.539338150000000016e-02 -3.201375770000000186e-03 -4.388954090000000280e-02 4.855901830000000294e-03 -2.792710890000000071e-02 1.576333090000000062e-02
1.957082630000000023e+01 5.821915879999999682e-02 -1.906950410000000018e-03 -4.357850989999999952e-02 1.970298909999999935e-03 2.625168209999999801e-03 -1.711431160000000118e-02
2.227412319999999823e+01 6.624700829999999319e-02 4.337391410000000433e-03 -6.249734380000000061e-02 6.530540970000000070e-03 2.873185290000000031e-02 -2.650412779999999913e-02
2.497279969999999949e+01 6.779174740000000476e-02 -2.164443219999999824e-03 -6.455887500000000168e-02 -1.329273609999999904e-03 2.083541739999999868e-04 -3.207877800000000224e-02
2.767292159999999868e+01 6.188166540000000077e-02 -7.895866410000000613e-03 -6.575392030000000443e-02 1.295368069999999934e-02 8.171737389999999407e-03 -9.421830180000000110e-03
3.037994820000000118e+01 6.346041389999999838e-02 -9.194720660000000809e-03 -6.526901760000000663e-02 5.271765529999999922e-03 -4.029429770000000216e-02 -1.047541479999999914e-02
3.307485599999999692e+01 5.764823160000000224e-02 -1.352589069999999942e-02 -6.718479189999999879e-02 7.750697459999999865e-03 -4.608034720000000334e-02 6.608341600000000593e-02
3.576416379999999862e+01 5.977973730000000346e-02 -6.471211349999999619e-03 -6.824956710000000537e-02 5.139135909999999891e-02 -4.685933159999999820e-02 7.627933420000000686e-02
3.847090289999999868e+01 5.910870979999999913e-02 3.489556120000000166e-04 -7.462850460000000630e-02 3.239217669999999716e-02 -6.830742369999999453e-02 1.560658900000000057e-02
4.116794349999999980e+01 6.419490869999999738e-02 2.954688809999999818e-03 -7.504787770000000136e-02 2.199894559999999999e-02 -1.694411700000000159e-02 1.258023720000000026e-02
4.387026540000000097e+01 5.841829340000000148e-02 1.447652329999999992e-03 -7.350905879999999892e-02 6.810108909999999793e-02 4.945758360000000048e-03 -3.243472909999999682e-02
4.656801850000000087e+01 5.959410889999999794e-02 1.351663020000000047e-03 -6.602684359999999586e-02 6.776844009999999363e-02 -5.991919669999999989e-03 -2.720750859999999938e-02
4.927867470000000338e+01 5.734215310000000121e-02 2.314282559999999902e-03 -6.523222489999999651e-02 1.373301480000000026e-02 -1.226485660000000040e-02 -5.980154099999999973e-02
5.197888100000000122e+01 6.482620340000000425e-02 3.530044289999999902e-04 -6.512287390000000287e-02 1.243910550000000038e-02 5.477215660000000347e-02 -1.648230560000000025e-02
5.467524499999999676e+01 5.879602999999999913e-02 3.962165010000000091e-03 -7.435823810000000145e-02 6.026607040000000332e-02 5.747772470000000328e-02 -4.369537460000000317e-02
5.737760600000000011e+01 5.934029960000000020e-02 1.065897950000000045e-02 -6.328383279999999500e-02 2.065172670000000113e-02 5.494382569999999716e-02 3.655963559999999852e-03
6.009277790000000152e+01 6.498992200000000552e-02 1.735457439999999948e-02 -5.692400780000000243e-02 3.855277700000000335e-02 1.810076969999999900e-03 9.621050259999999960e-04
6.278527789999999698e+01 6.837371470000000451e-02 9.920181300000000674e-03 -5.990936689999999676e-02 2.700797140000000054e-02 -2.362795170000000014e-02 3.107816589999999948e-02
6.548466220000000249e+01 6.635417479999999868e-02 1.048008949999999946e-02 -5.638264939999999836e-02 1.610725110000000085e-02 -1.152843869999999916e-02 2.471397189999999938e-02
6.817248720000000617e+01 6.561902310000000682e-02 3.810649670000000079e-03 -6.102484710000000145e-02 5.700956129999999733e-02 -4.627524129999999875e-02 3.672747719999999716e-02
